[meta] uuid,[meta] weight,[dem] country_code,[dem] age,[dem] gender,[dem] education_level,[dem] degree_of_urbanisation,[dem] residency,[dem] household_size,[dem] immigration,[dem] origin,[dem] settlement_size,[dem] hometown,[dem] ethnicity,[dem] religion,[dem] employment_status,[dem] employment_status_in_education,[dem] work_type_routine,[dem] work_type_manual,[dem] lgbtq,[dem] income_net_monthly,[dem] disposable_income,[dem] household_finances_past12months,[dem] financial_security,[dem] change_household_finances_next12months,[dem] job_security,[dem] status_national_economy,[dem] change_economy_country_past12months,[dem] economy_country_next12months,[aud] social_networks_regularly_used,[aud] social_media_activity_rank,[aud] online_sharing_frequency,[aud] sharing_network_size,[aud] member_organization,[aud] organization_activities_timeperweek,[aud] media_tv_hours,[aud] media_radio_hours,[aud] media_print_hours,[question] opinion_government,[question] political_view,[question] likelihood_to_demonstrate,[question] vote_for_in_us_election,[question] frequency_of_voting,[question] vote_next_national_election,[question] important_issues_when_voting,[question] ranking_importance_of_issues_when_voting,[question] preferred_type_of_political_leader,[question] frequent_sharing_of_politicalviews,[question] independence_or_respect,[question] obedience_or_selfreliance,[question] consideration_or_good_behaviour,[question] curiosity_or_good_manners,[question] democracy_own_country_satisfaction,[question] next_generation_opportunities,[question] currentplace_change_past5years,[question] hometown_change_past5years,[question] country_direction_past5years,[question] financial_situation_change_past5years,[question] international_trade_gain_or_loss,[question] country_comes_first,[question] improving_life_by_hardwork,[question] conspiracy,[question] government_controlled_by_elite,[question] trust_in_own_judgment,[question] perceived_effect_of_diversity,[question] gender_discrimination_importance,[question] family_friends_highereducation,[question] worldview
82b1d650-a041-0134-d94d-0aaafcbd6b1f,0.5688166714,US,45,2,3,2,1,3,5,,4,1,1,1,1,,1,2,2,4,3,1,1,1,1,3,3,2,6 | 1 | 13 | 3,2 | 1 | 3 | 5 | 4,1,2,3,5,6,3,2,4,4,3,1,3,2,3,3,1 | 6 | 4 | 3 | 5 | 2,2,2,2,2,2,1,2,2,4,1,2,3,2,2,2,3,1,2,4,3,2
eae5be60-a041-0134-afd8-0a62e1402143,0.5609149359,US,43,1,4,2,1,5,4,,3,2,1,4,1,,1,1,2,5,2,5,3,4,1,5,2,2,13 | 1 | 9,4 | 2 | 1 | 3 | 5,1,1,3,3,5,6,2,5,3,4,1,1,1,4 | 8 | 9 | 2 | 10,8 | 9 | 10 | 2 | 4,4 | 3 | 1 | 6 | 2 | 5,2,2,1,2,2,3,2,2,,1,4,4,1,1,2,1,2,3,2,3,1
1ee6af00-a042-0134-18b6-0aaafcbd6b1f,1.011333523,US,21,2,3,1,1,3,4,,6,1,1,8,4,,5,5,2,13,4,3,2,3,2,4,3,4,2 | 11 | 13 | 1,4 | 2 | 1 | 5 | 3,2,1,5,,5,2,2,4,2,3,2,1,1,11 | 12 | 7 | 1 | 2,11 | 7 | 12 | 2 | 1,6 | 4 | 2 | 3 | 5 | 1,1,1,2,1,2,3,4,4,4,4,4,1,5,2,3,1,4,1,1,2,2
23e66a70-a042-0134-18db-0aaafcbd6b1f,1.420667912,US,45,1,3,1,1,2,4,,5,2,2,8,9,,1,2,2,6,3,4,3,2,1,2,3,3,13 | 3 | 1 | 6 | 9,2 | 5 | 4 | 3 | 1,1,4,4,3,2,3,2,2,5,4,2,2,2,3 | 4 | 7 | 8 | 12,7 | 3 | 8 | 4 | 12,2 | 3 | 4 | 6 | 1 | 5,3,2,1,2,2,2,3,3,,3,4,3,2,2,3,2,2,3,1,3,2
5486d440-a042-0134-1a3f-0aaafcbd6b1f,1.011333523,US,17,2,2,1,1,5,4,,3,2,1,8,6,2,5,5,2,3,5,2,1,2,2,4,4,2,1 | 6 | 2 | 5 | 3 | 13,4 | 3 | 1 | 2 | 5,1,1,4,1,3,3,1,3,3,4,4,6,2,3 | 4 | 5 | 6 | 7,4 | 3 | 6 | 5 | 7,4 | 3 | 1 | 2 | 6 | 5,2,2,1,2,2,2,4,5,,3,2,1,1,2,3,2,2,5,1,2,2
84f9d250-a042-0134-b4c8-0a62e1402143,1.224826827,US,30,1,4,1,1,2,5,,4,2,1,1,1,,2,2,2,7,3,2,2,3,2,2,2,1,2 | 13 | 3 | 1,4 | 1 | 2 | 3 | 5,3,2,3 | 1,2,6,3,1,2,3,4,2,1,1,4 | 6 | 7 | 8 | 13,6 | 4 | 7 | 13 | 8,5 | 3 | 2 | 1 | 4 | 6,2,2,1,1,2,2,2,2,,5,2,2,2,1,4,2,4,2,1,2,2
8a903a40-a042-0134-b4ea-0a62e1402143,1.420667912,US,41,1,4,1,1,4,3,5,6,2,1,1,1,,2,2,2,5,3,3,3,2,2,5,5,2,1 | 7 | 13 | 5 | 8 | 6 | 4 | 2 | 3,3 | 2 | 4 | 1 | 5,1,2,3 | 4 | 1,2,5,5,2,3,1,4,1,1,1,3 | 5 | 6 | 7 | 8,5 | 6 | 3 | 8 | 7,3 | 5 | 2 | 1 | 6 | 4,2,2,1,2,2,4,2,2,,1,3,5,1,1,1,1,1,1,2,2,1
9369bda0-a042-0134-ffef-0a62e1402143,1.188923887,US,31,2,4,1,3,,1,1,5,1,2 | 1,4,2,,2,2,2,5,2,2,2,2,2,2,2,2,13 | 4 | 1,5 | 1 | 4 | 3 | 2,2,1,2,4,5,4,1,4,4,4,2,2,2,3 | 7 | 11,7 | 3 | 11,2 | 3 | 5 | 6 | 4 | 1,2,1,2,1,2,1,1,1,1,2,2,2,2,2,4,4,2,2,2,2,2
05e16d10-a044-0134-bbb4-0aaafcbd6b1f,0.5688166714,US,64,2,3,2,1,4,3,2,4,2,1,1,2,,1,3,2,12,3,1,1,1,1,4,5,3,1 | 2 | 6 | 5,4 | 1 | 5 | 2 | 3,1,1,3,2,7,2,2,3,4,4,2,1,1,1 | 3 | 5 | 7 | 11,7 | 11 | 5 | 1 | 3,5 | 2 | 3 | 6 | 4 | 1,3,1,2,1,1,3,2,3,,3,1,5,1,1,2,1,1,3,1,2,2
86cf9d30-a044-0134-bf3b-0aaafcbd6b1f,0.5688166714,US,48,2,3,2,1,2,4,,3,1,1,7,4,,1,2,2,3,4,4,3,4,5,2,3,5,13 | 1,4 | 2 | 1 | 3 | 5,1,1,5,,6,3,2,5,5,4,2,2,1,7 | 12 | 4 | 3,7 | 12 | 3 | 4,3 | 4 | 6 | 5 | 2 | 1,5,2,1,2,2,2,4,3,3,4,4,2,1,2,3,2,2,3,1,5,1
aa7bea90-a044-0134-660f-0aaafcbd6b1f,1.188923887,US,37,2,3,1,1,2,4,,4,2,1,7,1,,3,4,2,4,2,5,4,2,1,3,3,4,6 | 13,4 | 5 | 2 | 3 | 1,5,1,5,,6,7,1,4,3,4,4,5,3,4 | 6 | 10 | 11 | 12,10 | 6 | 4 | 11 | 12,5 | 2 | 1 | 4 | 3 | 6,5,2,1,1,2,3,4,5,,2,5,2,4,1,4,3,1,2,1,5,1
abaee310-a045-0134-4007-0a62e1402143,0.5609149359,US,42,1,3,2,1,4,4,,3,1,1,8,4,,2,1,1,5,2,1,2,3,2,2,1,1,6 | 1 | 13,2 | 4 | 1 | 3 | 5,1,4,5,,3,3,1,2,4,1,4,4,3,3 | 4 | 6 | 8 | 7,6 | 8 | 7 | 3 | 4,5 | 6 | 4 | 3 | 2 | 1,5,1,1,2,2,4,2,3,4,4,5,3,2,4,1,1,1,3,1,4,1
d014d5c0-a045-0134-6e8d-0aaafcbd6b1f,0.4804899079,US,25,1,3,2,1,1,4,,1,1,1,8,1,,1,3,2,5,2,1,2,3,2,3,2,4,13 | 1 | 2 | 4 | 3 | 14,2 | 3 | 1 | 5 | 4,1,2,5,,3,4,1,4,4,4,2,5,1,6 | 7 | 10 | 13 | 14,10 | 7 | 6 | 13 | 14,4 | 3 | 5 | 1 | 2 | 6,2,1,2,1,1,2,4,3,3,4,2,2,2,2,4,1,2,1,1,3,2
927e0240-a046-0134-e68a-0a62e1402143,1.188923887,US,37,2,3,1,1,2,5,,4,1,1,7,2,,1,3,2,7,3,3,2,6,2,4,4,2,9 | 13 | 2,4 | 5 | 2 | 3 | 1,2,1,2,1,6,8,2,4,4,3,1,1,1,4 | 6 | 7 | 10 | 11,4 | 6 | 11 | 10 | 7,3 | 1 | 2 | 5 | 4 | 6,3,2,1,1,1,2,2,3,4,2,4,4,1,1,3,2,2,2,2,3,1
94a53a50-a046-0134-ad22-0aaafcbd6b1f,0.483592017,US,32,1,3,2,1,1,5,,4,2,3,7,2,,2,3,2,3,1,1,1,1,1,1,1,1,1,4 | 5 | 2 | 3 | 1,1,5,5,,4,4,4,1,1,4,2,1,1,4 | 3,3 | 4,3 | 4 | 6 | 5 | 1 | 2,5,2,1,1,2,3,4,1,,5,1,1,1,1,2,3,4,1,1,3,2
42f20330-a047-0134-bd47-0a62e1402143,1.440681182,US,56,2,3,1,1,2,5,,8,2,1,7,3,,1,2,2,3,1,4,2,2,1,3,3,4,6,5 | 2 | 3 | 1 | 4,2,1,3,5,5,1,1,1,4,4,2,5,1,1 | 3 | 6 | 12 | 10,10 | 3 | 12 | 1 | 6,2 | 1 | 6 | 3 | 5 | 4,3,2,1,2,2,1,4,4,,4,3,2,1,3,2,1,4,2,1,4,2
481bf7c0-a047-0134-bd6a-0a62e1402143,1.440681182,US,56,2,3,1,1,2,4,,5,2,1,7,5,,4,2,2,6,4,2,2,2,5,3,3,4,13 | 12 | 1 | 6,4 | 1 | 2 | 3 | 5,3,1,5,,6,2,3,4,3,4,2,1,2,1 | 3 | 7 | 13,7 | 1 | 3 | 13,4 | 2 | 6 | 5 | 3 | 1,3,1,2,1,1,4,4,5,,1,2,3,1,2,2,2,2,1,2,3,1
49d4b8a0-a047-0134-952c-0aaafcbd6b1f,1.216969901,US,18,1,2,1,1,5,4,,3,1,1,8,1,,1,3,1,10,4,3,1,3,1,1,1,3,13 | 4 | 3 | 1,1 | 3 | 4 | 2 | 5,3,1,1,2,2,3,2,1,6,3,4,6,1,6 | 7 | 11 | 14,6 | 7 | 14 | 11,1 | 2 | 4 | 6 | 5 | 3,4,2,2,2,1,2,1,3,3,3,2,1,1,1,3,5,3,2,4,3,2
5e3eb2f0-a047-0134-be12-0a62e1402143,0.4804899079,US,25,1,3,2,1,1,5,,3,1,1,8,3,,3,1,2,13,1,3,3,3,3,3,3,3,16,,,,5,,1,1,1,5,4,4,4,5,4,16,,5 | 1 | 2 | 3 | 6 | 4,3,3,3,3,3,4,5,3,3,4,4,3,2,5,4,3,3,3,3,7,2
3fbcd950-a048-0134-b1d4-0a62e1402143,1.216969901,US,22,1,3,1,3,,4,,3,2,1,1,1,,2,2,2,3,1,3,3,1,3,2,4,2,4 | 3 | 6 | 13 | 1 | 9,2 | 4 | 5 | 1 | 3,5,3,1,5,1,1,3,1,5,3,1,1,1,6 | 7 | 12 | 13 | 14,6 | 7 | 13 | 14 | 12,3 | 5 | 2 | 1 | 4 | 6,2,3,1,2,2,3,2,1,,5,1,4,3,2,3,4,4,3,2,2,1
7f97bc00-a048-0134-b3c1-0a62e1402143,0.5609149359,US,62,1,3,2,1,2,4,,4,2,1,4,5,,2,1,2,6,2,1,2,2,5,2,3,2,4 | 1 | 13,1 | 3 | 2 | 4 | 5,1,1,3,3,8,4,1,3,3,4,1,2,1,4 | 5 | 6 | 7 | 9,6 | 7 | 9 | 4 | 5,3 | 6 | 5 | 2 | 1 | 4,4,2,2,1,1,3,2,3,,2,2,2,1,1,5,2,1,2,2,5,2
a67f1d60-a048-0134-91ab-0aaafcbd6b1f,0.5688166714,US,52,2,3,2,1,2,5,,1,2,1,7,7,,4,4,2,3,1,2,3,2,5,3,2,2,4 | 13 | 1 | 3 | 6,2 | 5 | 3 | 4 | 1,1,3,3 | 4,3,5,5,2,3,5,3,4,2,2,4 | 6 | 7 | 12 | 13,12 | 7 | 6 | 4 | 13,3 | 5 | 1 | 4 | 6 | 2,2,2,1,2,2,2,2,3,,2,3,5,1,1,2,2,3,2,1,4,2
ccfc3260-a048-0134-92a2-0aaafcbd6b1f,0.4694166456,US,30,2,3,2,1,5,2,13,2,2,3,1,1,,1,1,2,8,1,1,1,1,1,4,3,4,5 | 1 | 13 | 8 | 4,4 | 1 | 5 | 2 | 3,2,1,3,3,8,5,3,1,4,4,2,1,1,3 | 4 | 5 | 7,7 | 4 | 5 | 3,1 | 6 | 4 | 5 | 2 | 3,3,2,1,1,2,2,3,4,,5,1,1,1,1,1,2,1,1,1,1,2
ee85d9a0-a048-0134-937c-0aaafcbd6b1f,1.420667912,US,64,1,4,1,1,1,3,1,3,1,1,1,1,,2,3,2,8,4,3,1,2,1,3,3,3,7 | 13,4 | 2 | 5 | 3 | 1,5,1,3 | 1,2,4,5,3,4,4,4,1,1,1,3 | 4 | 5 | 7 | 10,5 | 7 | 4 | 3 | 10,3 | 4 | 6 | 5 | 2 | 1,3,2,1,2,2,1,2,4,4,2,2,4,2,2,4,2,2,4,2,3,1
5f0de3f0-a049-0134-ee6a-0a62e1402143,1.420667912,US,45,1,4,1,1,2,4,,6,1,2,1,5,,1,4,1,5,4,3,2,3,5,3,5,5,1,5 | 2 | 4 | 1 | 3,2,2,5,,6,6,3,3,4,4,2,1,1,16,,4 | 3 | 6 | 2 | 5 | 1,4,1,2,1,1,2,3,3,1,3,2,4,2,1,3,1,2,1,1,2,2
7b9a2280-a049-0134-4bed-0a62e1402143,0.4694166456,US,35,2,4,2,1,2,5,,3,2,1,8,1,,3,3,2,5,2,4,4,2,2,2,2,4,1 | 5 | 4 | 13 | 3,4 | 1 | 2 | 5 | 3,5,1,2,1,6,2,1,5,2,4,2,1,1,1 | 2 | 7 | 8 | 12,7 | 2 | 8 | 1 | 12,4 | 5 | 3 | 2 | 6 | 1,3,2,2,2,1,3,5,2,,4,2,2,2,1,3,1,3,1,2,2,1
8dd25280-a04a-0134-8cf8-0a62e1402143,1.188923887,US,27,2,1,1,4,,4,,1,2,1 | 4,3,6,2,1,1,2,1,2,2,2,6,5,6,6,6,2 | 1 | 6 | 9 | 3,4 | 5 | 2 | 3 | 1,6,,1,3,3,1,1,3,3,5,4,6,5,1 | 2 | 3 | 4 | 5,4 | 3 | 5 | 2 | 1,4 | 2 | 1 | 6 | 5 | 3,4,1,1,2,2,4,3,5,,3,2,3,2,1,2,1,3,2,2,2,2
9b6c7190-a04a-0134-9e0b-0aaafcbd6b1f,1.440681182,US,50,2,4,1,1,4,5,,7,2,3,7,1,,3,3,2,13,6,3,1,1,1,1,1,4,16,,,,5,,5,3,4,2,3,3,2,1,1,7 | 6 | 2 | 11 | 14,7 | 6 | 11 | 2 | 14,2 | 5 | 6 | 3 | 4 | 1,1,1,2,1,1,2,2,1,,5,2,1,2,2,2,2,4,1,1,2,2
68299430-a04b-0134-8496-0a62e1402143,1.224826827,US,26,1,4,1,1,4,4,,6,1,1,8,6,2,3,4,2,13,3,3,3,1,3,4,6,1,1,4 | 1 | 2 | 3 | 5,5,1,5,,1,1,1,3,4,3,1,3,2,2,2,5 | 6 | 4 | 2 | 3 | 1,4,2,2,2,2,2,2,1,1,4,2,1,2,1,2,1,2,4,3,2,2
7c8b06d0-a04b-0134-a3ec-0aaafcbd6b1f,1.224826827,US,31,1,2,1,2,2,2,2 | 1 | 3 | 4 | 6 | 5 | 7 | 8 | 9 | 10 | 11 | 12,2,1,2 | 4 | 5 | 1 | 3 | 6,3,2,,2,1,1,3,2,3,2,2,2,2,2,1,6 | 2 | 1 | 9,5 | 4 | 1 | 3 | 2,1,3,1 | 2 | 3 | 4,3,2,5,3,3,2,2,1,2,1,16,,1 | 2 | 3 | 6 | 4 | 5,3,1,1,2,1,1,1,2,1,2,2,1,3,2,4,2,1,2,1,2,1
59861b70-a04c-0134-da95-0a62e1402143,0.5688166714,US,51,2,3,2,1,4,5,,1,1,1,7,7,,1,1,2,1,3,3,1,6,3,3,4,1,1 | 5 | 13,3 | 2 | 4 | 5 | 1,1,1,3,2,5,4,2,3,4,4,1,2,1,7 | 12 | 14 | 15 | 13,12 | 7 | 13 | 14,1 | 4 | 6 | 3 | 2 | 5,1,2,1,1,2,3,4,4,4,1,2,3,2,3,3,2,3,3,2,2,1
80963e10-a04d-0134-8ab0-0aaafcbd6b1f,0.3992995641,US,20,2,2,2,1,2,5,,3,2,1 | 2,7,3,,1,1,2,2,2,4,5,2,5,4,4,5,13 | 5 | 6,4 | 3 | 2 | 1 | 5,6,,5,,5,6,1,4,5,4,4,5,2,13 | 12 | 8 | 7 | 3,12 | 7 | 3 | 8 | 13,3 | 4 | 2 | 1 | 5 | 6,3,3,1,2,1,3,3,3,,2,3,2,1,1,3,3,1,3,2,3,1
2a1a88f0-a04e-0134-8f99-0aaafcbd6b1f,0.5688166714,US,55,2,4,2,1,2,5,,3,2,1,8,3,,3,1,2,12,2,5,4,6,5,5,5,2,6 | 13,4 | 5 | 3 | 2 | 1,6,,5,,6,3,3,4,4,4,1,4,2,4 | 7 | 1 | 3 | 5,7 | 1 | 4 | 3 | 5,3 | 2 | 5 | 6 | 4 | 1,2,2,2,1,2,3,5,4,,1,4,5,3,1,3,1,3,3,2,1,1
d966aa50-a04e-0134-a360-0a62e1402143,1.224826827,US,32,1,4,1,1,4,4,,6,1,6,8,9,,1,4,2,12,4,3,4,3,4,3,3,2,4 | 5 | 2 | 13 | 1 | 3,2 | 4 | 3 | 5 | 1,5,2,5,,4,3,2,5,4,4,1,1,1,3 | 4 | 5 | 7 | 8,3 | 4 | 7 | 8 | 5,3 | 5 | 2 | 4 | 6 | 1,4,3,3,3,3,3,5,5,5,1,5,3,5,5,1,1,1,1,2,3,1
4765a7e0-a04f-0134-a664-0a62e1402143,1.188923887,US,32,2,4,1,3,,1,10,4,2,7,7,2,,2,2,2,4,2,3,3,2,3,2,2,2,9 | 1 | 13,1 | 2 | 5 | 3 | 4,1,2,5,,4,1,2,3,3,3,4,6,5,3 | 4 | 6 | 8 | 12,3 | 8 | 12 | 4 | 6,3 | 4 | 2 | 6 | 1 | 5,3,2,1,2,2,3,3,3,,3,4,2,2,4,3,3,3,3,3,2,2
acec44d0-a050-0134-8127-0a62e1402143,0.3992995641,US,23,2,3,2,1,3,5,,3,1,3,7,3,,1,1,2,2,2,5,4,1,1,6,3,5,4 | 3 | 6 | 1,4 | 1 | 2 | 3 | 5,3,1,5,,3,4,2,3,4,4,4,3,1,16,,4 | 5 | 6 | 2 | 3 | 1,5,2,1,2,2,4,3,4,4,5,5,5,5,3,2,2,3,2,3,3,2
10529250-a051-0134-844b-0a62e1402143,1.188923887,US,35,2,4,1,1,2,3,3 | 1,6,2,1,4,1,,1,1,1,5,2,3,2,2,2,3,3,3,5 | 2 | 1,2 | 4 | 1 | 5 | 3,2,1,2,1,5,2,1,5,3,2,2,1,1,4 | 6 | 9 | 11 | 14,4 | 9 | 14 | 11 | 6,3 | 5 | 4 | 2 | 6 | 1,3,2,2,1,2,3,4,2,,2,2,2,2,1,2,1,1,1,1,2,2
a5c73f80-a052-0134-0bfe-0aaafcbd6b1f,1.224826827,US,37,1,2,1,1,2,2,2,5,1,3,1,3,,2,4,1,1,4,2,2,3,2,3,2,1,5,1 | 2 | 4 | 5 | 3,2,3,3,2,2,2,3,4,3,1,1,2,2,9,9,2 | 1 | 3 | 4 | 5 | 6,3,2,1,3,1,2,2,3,2,1,1,2,1,1,2,1,2,2,2,3,1
c2d46680-a052-0134-0ca8-0aaafcbd6b1f,1.224826827,US,38,1,4,1,2,4,4,,5,1,3,8,3,,2,3,2,4,1,2,2,1,2,2,3,4,6 | 1 | 13 | 9,3 | 1 | 2 | 4 | 5,1,2,4,2,1,6,2,2,2,3,4,5,1,1 | 4 | 7 | 6 | 11,4 | 6 | 7 | 11 | 1,2 | 5 | 4 | 6 | 3 | 1,2,2,1,1,2,2,2,1,1,5,3,2,1,1,3,1,2,1,1,2,2
f917c960-a052-0134-0857-0a62e1402143,1.224826827,US,36,1,2,1,1,2,3,2 | 1 | 3 | 4 | 6 | 5 | 7 | 8 | 9 | 10 | 11 | 12,2,1,2 | 3 | 5 | 1 | 6 | 4 | 7,6,8,,2,1,2,1,2,2,2,2,2,2,1,2,8 | 1 | 3,3 | 5 | 2 | 1 | 4,4,2,2 | 3 | 4 | 1,3,2,3,2,2,2,3,2,1,1,1 | 3 | 5 | 6 | 7,1 | 5 | 3 | 6 | 7,2 | 5 | 6 | 3 | 1 | 4,1,2,2,2,1,2,2,3,3,3,3,1,1,2,3,3,4,3,2,3,1
76791950-a053-0134-0bf6-0a62e1402143,1.011333523,US,19,2,3,1,1,1,5,,5,2,3,8,6,2,2,2,2,1,1,4,4,2,5,5,6,4,13 | 1 | 4 | 3 | 14,3 | 4 | 2 | 1 | 5,1,2,4,3,1,7,1,5,4,5,4,5,2,1 | 7 | 8 | 11 | 12,1 | 11 | 8 | 7 | 12,4 | 6 | 3 | 2 | 5 | 1,3,1,2,1,1,3,3,6,,2,4,3,5,2,1,1,2,3,1,7,2
cde64450-a054-0134-ab5b-0aaafcbd6b1f,1.188923887,US,37,2,4,1,1,3,4,,5,2,7,8,1,,2,3,3,12,3,1,1,1,1,4,2,6,13 | 1,3 | 4 | 2 | 1 | 5,2,5,5,,4,1,1,3,3,4,4,4,3,16,,4 | 3 | 6 | 2 | 1 | 5,5,1,2,1,1,4,3,3,,1,1,5,3,2,3,3,3,3,2,2,2
80ecee00-a055-0134-202f-0a62e1402143,0.3992995641,US,15,2,5,2,1,1,4,,1,1,1,7,6,2,5,5,2,13,6,6,2,6,5,6,6,6,3 | 1 | 13,4 | 1 | 2 | 5 | 3,5,1,5,,2,2,1,3,4,4,4,6,5,4 | 5 | 6 | 7 | 11,11 | 6 | 7 | 4 | 5,2 | 1 | 3 | 6 | 4 | 5,5,3,1,1,1,2,2,2,2,3,3,2,3,3,3,3,3,3,2,7,2
533ab4c0-a056-0134-a4f9-0aaafcbd6b1f,1.188923887,US,30,2,3,1,1,4,5,,4,2,1,4,3,,1,1,2,12,2,3,3,1,5,3,3,6,3 | 2 | 1 | 13,1 | 4 | 2 | 5 | 3,1,1,5,,7,5,2,4,4,4,2,1,1,3 | 4 | 8 | 11 | 14,4 | 8 | 11 | 3 | 14,2 | 3 | 5 | 4 | 6 | 1,3,2,1,1,2,2,2,4,,4,3,2,2,2,3,2,4,1,1,4,2
294b7220-a057-0134-1881-0a62e1402143,1.188923887,US,32,2,2,1,1,5,4,,2,1,1,7,1,,2,2,2,2,1,5,3,2,1,3,4,2,1,3 | 1 | 4 | 2 | 5,1,1,3,2,2,4,1,3,3,4,1,4,2,6 | 7 | 10 | 12,6 | 10 | 12 | 7,3 | 5 | 2 | 6 | 4 | 1,3,1,1,2,2,2,4,2,2,3,5,3,2,1,2,1,1,3,2,4,2
442f08a0-a057-0134-4082-0aaafcbd6b1f,1.216969901,US,25,1,3,1,1,4,3,9 | 1,6,2,7,4,6,3,2,4,2,13,2,3,2,3,1,3,3,3,13 | 9 | 1 | 8,4 | 1 | 2 | 3 | 5,5,2,2 | 3 | 1,3,3,3,2,3,4,4,2,1,1,16,,5 | 2 | 3 | 6 | 4 | 1,4,2,1,1,1,2,3,3,,3,3,3,1,1,3,2,2,1,2,2,1
8e601fe0-a057-0134-18f7-0aaafcbd6b1f,1.216969901,US,17,1,2,1,1,3,5,,5,1,6,8,6,3,5,5,2,2,3,2,2,1,5,2,3,2,13 | 1,4 | 5 | 2 | 1 | 3,4,1,1,5,3,1,2,3,4,5,4,6,5,4 | 6 | 7 | 13 | 14,7 | 4 | 6 | 13 | 14,2 | 3 | 6 | 1 | 5 | 4,3,1,2,2,2,3,1,2,2,4,3,4,3,1,3,4,4,3,1,4,1
6eb97e90-a058-0134-f4ea-0aaafcbd6b1f,1.188923887,US,31,2,3,1,1,4,5,,4,1,1,7,3,,1,2,2,5,3,1,2,2,5,3,2,2,13 | 1,1 | 4 | 3 | 2 | 5,1,3,5,,6,4,3,2,4,4,4,5,1,4 | 3 | 6 | 10 | 12,10 | 4 | 6 | 3 | 12,3 | 5 | 2 | 4 | 6 | 1,1,2,1,2,2,2,4,2,2,2,1,4,1,1,4,3,2,3,1,3,1
8c661320-a058-0134-f5a5-0aaafcbd6b1f,0.4804899079,US,21,1,3,2,1,3,2,6,4,1,3,7,1,,1,1,2,1,2,6,3,6,3,6,3,6,6,4 | 5 | 1 | 2 | 3,1,2,3,1,8,3,5,1,3,2,2,5,3,3,3,5 | 6 | 1 | 3 | 4 | 2,4,2,3,1,3,3,3,4,5,3,4,1,4,2,2,5,2,3,1,3,1
c70fa420-a058-0134-25b9-0aaafcbd6b1f,1.224826827,US,37,1,2,1,1,2,2,4,3,1,2,2,3,,3,2,3,3,2,2,2,2,2,1,1,2,1 | 2 | 5 | 13,2 | 5 | 1 | 4 | 3,3,3,2,2,2,3,2,3,6,1,1,2,1,2,2,3 | 5 | 6 | 4 | 1 | 2,3,2,1,2,3,2,2,3,1,1,2,3,1,2,2,3,2,2,2,3,1
60571d20-a059-0134-77d5-0a62e1402143,0.4804899079,US,18,1,3,2,1,5,5,,3,2,1,8,1,,1,1,2,4,1,3,2,3,2,2,3,3,4 | 3 | 1 | 13,2 | 1 | 3 | 5 | 4,1,3,4,6,1,4,1,4,4,4,4,5,4,16,,1 | 3 | 4 | 6 | 2 | 5,1,2,3,2,3,4,3,3,,3,3,3,3,3,3,3,3,2,1,5,2
aaf5d6d0-a059-0134-637b-0a62e1402143,1.224826827,US,35,1,4,1,1,4,4,,5,1,1,4,1,,1,2,2,2,2,1,1,1,1,2,1,1,9 | 13 | 7 | 6 | 5 | 3 | 1,3 | 2 | 1 | 4 | 5,1,2,3,3,7,5,5,1,5,4,2,1,1,1 | 3 | 6 | 8 | 10,3 | 6 | 8 | 1 | 10,4 | 2 | 6 | 1 | 5 | 3,2,2,1,2,2,2,2,1,1,4,1,2,1,1,3,3,2,3,1,3,2
c7f283a0-a059-0134-da96-0aaafcbd6b1f,1.011333523,US,18,2,3,1,1,5,4,,5,1,1 | 2,8,4,,4,4,2,3,2,1,3,1,1,2,4,1,1 | 6 | 2 | 3 | 13,2 | 4 | 5 | 1 | 3,4,2,5,,5,6,3,3,2,5,4,5,2,16,,3 | 1 | 4 | 6 | 5 | 2,5,3,3,3,3,4,5,6,6,4,5,3,2,3,1,5,2,2,1,3,2
30c73970-a05c-0134-fc8e-0a62e1402143,1.216969901,US,19,1,4,1,1,5,2,11,3,1,6,8,2,,1,1,2,10,2,1,1,1,1,2,2,2,6 | 13 | 3 | 2 | 1 | 8,2 | 3 | 1 | 4 | 5,1,3,4,5,7,5,5,1,5,3,1,3,2,3 | 12 | 8 | 6 | 4,12 | 3 | 4 | 6 | 8,4 | 5 | 6 | 2 | 1 | 3,1,2,1,2,2,1,2,1,1,4,1,1,1,1,1,1,2,2,1,2,2
8bde6780-a05c-0134-ff23-0a62e1402143,0.4804899079,US,14,1,2,2,3,,5,,1,2,1,2,10,,5,5,2,13,6,1,5,1,5,4,1,1,6 | 1 | 13,3 | 2 | 1 | 4 | 5,1,1,5,,2,2,2,1,1,5,4,6,5,3 | 4 | 6 | 9 | 8,3 | 4 | 8 | 9 | 6,4 | 2 | 6 | 5 | 1 | 3,3,2,1,1,2,4,2,1,,3,2,2,3,2,1,3,1,3,2,2,1
b4ac4470-a05c-0134-b9e2-0aaafcbd6b1f,1.188923887,US,34,2,3,1,1,4,5,,3,2,1,7,2,,1,3,2,4,3,3,3,2,1,3,6,2,1 | 4 | 13 | 6,4 | 1 | 2 | 3 | 5,1,1,4,3,4,3,2,2,3,4,1,1,1,6 | 12 | 1 | 3 | 5,1 | 6 | 12 | 3 | 5,3 | 4 | 5 | 2 | 1 | 6,3,2,2,1,2,2,2,2,,2,2,4,2,1,2,1,3,3,1,5,2
